time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452250000	5.34968	19.3525	5.04327	-2.5689	0.471554	radar	1.75224	5.9506	18.9859	5.46145	19.4284	-4.24359	-2.62995
1477010452300000	5.13663	19.2509	5.02965	-2.55842	0.457943	lidar	1.94254	5.17021	19.4397	5.25059	19.2948	-4.19488	-2.71622
1477010452350000	4.94583	19.1388	4.96724	-2.54775	0.435978	radar	4.66952	5.87397	19.301	5.04219	19.157	-4.1451	-2.80059
1477010452400000	4.78343	18.988	4.91569	-2.51348	0.450439	lidar	0.723954	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305
1477010452450000	4.57427	18.838	4.95054	-2.48851	0.458824	radar	1.49075	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	4.39717	18.7063	4.91513	-2.46809	0.456884	lidar	1.12375	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.21606	18.564	4.87071	-2.45289	0.440435	radar	1.34028	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.09163	18.4089	4.78995	-2.41558	0.458942	lidar	2.00572	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.90589	18.2367	4.87037	-2.37832	0.493484	radar	7.24926	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.65035	18.0951	4.95246	-2.38518	0.456861	lidar	2.63963	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.48877	17.9443	4.88477	-2.37116	0.43773	radar	3.39146	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.26193	17.7771	4.94652	-2.36623	0.417613	lidar	1.18422	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.08115	17.5936	4.995	-2.33692	0.437545	radar	2.38068	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.90318	17.4757	4.9533	-2.33589	0.41557	lidar	6.15317	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.75866	17.2599	4.99903	-2.287	0.460921	radar	3.15801	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.58365	17.074	5.0108	-2.26928	0.454819	lidar	0.0640158	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.42109	16.9076	4.94271	-2.26451	0.421917	radar	2.08766	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.25723	16.7352	4.93506	-2.25121	0.413498	lidar	0.513347	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.08378	16.5395	4.92894	-2.24235	0.391471	radar	4.98916	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.92842	16.3092	4.96588	-2.21456	0.399774	lidar	2.24766	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.77342	16.1329	4.9209	-2.2092	0.375475	radar	1.06385	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.56892	15.9641	4.95557	-2.21878	0.343392	lidar	1.79236	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.44006	15.7335	5.00787	-2.17874	0.38018	radar	2.0036	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.26735	15.5154	5.05151	-2.1681	0.370106	lidar	0.807623	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.11173	15.3224	5.03726	-2.16168	0.353226	radar	0.99485	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.900082	15.1036	5.11872	-2.16835	0.324749	lidar	2.42368	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.755372	14.9231	5.05354	-2.16741	0.298306	radar	2.54303	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.652502	14.7088	5.0214	-2.13789	0.315	lidar	0.462414	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.538934	14.468	5.06477	-2.10251	0.345426	radar	1.72866	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.365001	14.2456	5.11339	-2.10201	0.326003	lidar	0.876313	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.241265	13.9939	5.19857	-2.06762	0.360223	radar	3.05117	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.225232	13.746	5.12123	-2.00617	0.409961	lidar	3.74445	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.12053	13.5032	5.16431	-1.97892	0.424019	radar	0.999008	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.045147	13.2721	5.21268	-1.98449	0.392783	lidar	1.37311	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.162444	13.0538	5.1659	-1.97959	0.368894	radar	1.11152	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.16811	12.8286	5.07629	-1.9257	0.411148	lidar	3.45892	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.285032	12.6033	5.03598	-1.92574	0.378753	radar	3.46753	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.403435	12.3675	5.05933	-1.92047	0.362556	lidar	0.345346	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.524939	12.1589	5.02209	-1.92604	0.330074	radar	3.80143	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.602773	11.9398	4.99705	-1.90893	0.3313	lidar	0.531538	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.726628	11.7116	4.99825	-1.91409	0.302349	radar	2.82426	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.920864	11.4671	5.08329	-1.945	0.247824	lidar	4.28991	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.02308	11.2422	5.02605	-1.94729	0.21956	radar	2.93696	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.19918	11.0142	5.07636	-1.97291	0.17711	lidar	2.44204	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.28004	10.7687	5.11408	-1.94821	0.204385	radar	1.22666	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.40999	10.5144	5.15992	-1.95113	0.189013	lidar	0.944645	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.49834	10.252	5.2106	-1.93073	0.20833	radar	1.37048	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.59659	10.0418	5.17485	-1.92787	0.200285	lidar	2.02219	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.68497	9.81251	5.14355	-1.92194	0.192108	radar	0.54171	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.76005	9.59239	5.1084	-1.90998	0.195182	lidar	0.811983	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.87031	9.34034	5.16506	-1.90524	0.19548	radar	2.56431	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.95314	9.04785	5.22465	-1.88938	0.201592	lidar	4.03202	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.03866	8.82547	5.16864	-1.88975	0.1826	radar	1.86971	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.13533	8.57334	5.18872	-1.88676	0.175409	lidar	0.163018	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.2636	8.31918	5.22867	-1.89811	0.150979	radar	2.88151	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.31068	8.08613	5.18499	-1.8773	0.166468	lidar	0.767406	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.37355	7.87378	5.1201	-1.86908	0.163784	radar	5.50296	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.48739	7.62214	5.15673	-1.87642	0.145859	lidar	0.74617	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.64914	7.38773	5.15733	-1.9161	0.0771535	radar	5.82511	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.75355	7.13137	5.18773	-1.91801	0.0703697	lidar	0.368678	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.81565	6.89711	5.17187	-1.90028	0.0931812	radar	1.60315	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.85747	6.68972	5.09239	-1.88291	0.107796	lidar	2.47033	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.92148	6.46848	5.01832	-1.8848	0.0849737	radar	4.04047	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.97649	6.2322	4.9986	-1.87204	0.0944981	lidar	0.318242	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.09464	5.98457	5.04919	-1.88274	0.0791895	radar	3.47888	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.17814	5.70999	5.10029	-1.87808	0.0795567	lidar	1.6971	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.28759	5.46303	5.10227	-1.89744	0.0384127	radar	2.34785	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.38458	5.2012	5.14212	-1.89958	0.033762	lidar	0.621787	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.45277	4.95549	5.143	-1.8878	0.0507506	radar	0.197244	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.56793	4.67665	5.2199	-1.89529	0.0398886	lidar	2.20994	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.67798	4.4237	5.2287	-1.91457	5.97787e-06	radar	2.30157	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.81132	4.1518	5.30351	-1.92844	-0.0143484	lidar	2.61714	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.89207	3.91134	5.29069	-1.91883	0.00654926	radar	1.16195	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.96394	3.67911	5.25108	-1.91398	0.0107439	lidar	0.664315	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.06549	3.47353	5.1907	-1.93163	-0.0225449	radar	4.22324	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.15635	3.22903	5.19276	-1.93224	-0.0219849	lidar	0.00605002	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.27278	2.97395	5.22784	-1.94736	-0.0473725	radar	0.825382	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.36258	2.70003	5.2702	-1.9436	-0.0401399	lidar	1.27833	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.44959	2.45057	5.26977	-1.93901	-0.0284798	radar	0.168358	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.55425	2.18565	5.30871	-1.94061	-0.027434	lidar	0.645242	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.66432	1.95347	5.29789	-1.96442	-0.0762711	radar	4.12282	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.77977	1.6798	5.35668	-1.96747	-0.073195	lidar	1.53011	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.90393	1.4299	5.3831	-1.9842	-0.0981	radar	0.591462	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.96289	1.19664	5.32116	-1.97731	-0.0887537	lidar	4.93171	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.05847	0.979925	5.26537	-1.9809	-0.0854115	radar	1.12863	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.11921	0.748281	5.2145	-1.97459	-0.0768555	lidar	3.92587	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.21348	0.453573	5.30478	-1.9694	-0.0703493	radar	5.20392	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.2883	0.213617	5.27646	-1.96584	-0.0641507	lidar	1.51482	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.39574	-0.0344709	5.27377	-1.96052	-0.0401024	radar	87.0392	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.46727	-0.27051	5.24107	-1.95606	-0.0346221	lidar	1.62845	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.58741	-0.45213	5.16319	-1.98046	-0.0680231	radar	4.16717	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.72394	-0.635278	5.10087	-2.00584	-0.0957208	lidar	2.98466	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.83865	-0.863479	5.13331	-2.02599	-0.132195	radar	5.52303	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.93443	-1.13051	5.17919	-2.01839	-0.113724	lidar	1.2588	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.02337	-1.39783	5.21903	-2.00917	-0.0957624	radar	2.65623	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.16193	-1.60406	5.19095	-2.02972	-0.115401	lidar	1.20258	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.30513	-1.84196	5.26855	-2.05793	-0.162817	radar	4.18823	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.41154	-2.09033	5.28194	-2.05639	-0.150813	lidar	0.412815	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.56275	-2.29316	5.24815	-2.07894	-0.16772	radar	3.18447	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.71229	-2.50148	5.23156	-2.09936	-0.182749	lidar	0.552149	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.86802	-2.71445	5.23664	-2.12086	-0.200279	radar	1.18928	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.9611	-2.98188	5.27233	-2.10428	-0.16692	lidar	2.33609	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.09017	-3.20519	5.24886	-2.10857	-0.157956	radar	0.259259	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.21505	-3.3992	5.20076	-2.12188	-0.166225	lidar	1.42662	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.36137	-3.647	5.24107	-2.12523	-0.158317	radar	4.42719	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.52008	-3.785	5.14209	-2.16357	-0.198302	lidar	4.95902	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.66484	-3.99404	5.14976	-2.17626	-0.204237	radar	0.480637	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.8195	-4.22186	5.17631	-2.18388	-0.200314	lidar	0.499014	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.97072	-4.43995	5.18328	-2.19179	-0.196835	radar	0.387015	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.13247	-4.6776	5.22468	-2.19674	-0.189796	lidar	1.21621	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.27237	-4.8797	5.15035	-2.1976	-0.17049	radar	2.49947	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.40518	-5.09802	5.15024	-2.1968	-0.159163	lidar	0.280539	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.55198	-5.26435	5.05589	-2.21088	-0.161202	radar	3.90659	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.74233	-5.46314	5.07935	-2.23267	-0.177347	lidar	1.7429	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.90174	-5.6596	5.0659	-2.24216	-0.176519	radar	0.321985	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.05872	-5.84582	5.05202	-2.25401	-0.18043	lidar	0.132933	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.19792	-6.00169	4.95274	-2.26468	-0.178749	radar	6.13553	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.37551	-6.10499	4.86909	-2.30645	-0.219763	lidar	4.74041	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.5512	-6.28743	4.88099	-2.32029	-0.222958	radar	0.925769	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.69156	-6.49567	4.89362	-2.31288	-0.200443	lidar	0.540988	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.913	-6.65691	4.9555	-2.34954	-0.235565	radar	7.05311	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.116	-6.82141	4.96731	-2.37402	-0.250572	lidar	0.66151	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3008	-6.9836	4.98224	-2.39217	-0.258786	radar	1.02736	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5301	-7.16418	5.03448	-2.41582	-0.270664	lidar	3.64795	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7353	-7.30675	5.0374	-2.44279	-0.287582	radar	1.9009	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9815	-7.46848	5.08618	-2.47314	-0.305764	lidar	3.59254	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1699	-7.60861	5.04025	-2.48999	-0.307482	radar	1.25554	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3202	-7.76257	4.99425	-2.48894	-0.288763	lidar	3.10816	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5153	-7.88975	4.9597	-2.51032	-0.297226	radar	1.80238	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.6958	-7.9942	4.9044	-2.5338	-0.308439	lidar	3.05574	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.8885	-8.10752	4.82432	-2.5559	-0.316387	radar	1.79376	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.1036	-8.19831	4.80476	-2.59077	-0.339242	lidar	0.737399	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.33	-8.32735	4.89174	-2.61041	-0.341383	radar	2.73569	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.534	-8.40805	4.85227	-2.64126	-0.358315	lidar	1.83072	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7389	-8.49514	4.78063	-2.66896	-0.371534	radar	1.71182	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0171	-8.58433	4.84108	-2.71125	-0.3983	lidar	4.24608	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2656	-8.6856	4.90485	-2.73545	-0.401183	radar	2.80477	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.4877	-8.73225	4.87084	-2.77405	-0.423578	lidar	1.91486	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.7025	-8.77479	4.77804	-2.81365	-0.449865	radar	3.77492	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9301	-8.88397	4.79783	-2.82174	-0.432619	lidar	0.889122	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.1819	-8.97541	4.89552	-2.83542	-0.417405	radar	2.93479	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4062	-9.08591	4.90162	-2.83759	-0.395508	lidar	0.647208	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6351	-9.15704	4.88024	-2.85751	-0.397159	radar	0.27367	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9212	-9.15514	4.91949	-2.91632	-0.441701	lidar	2.08805	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1798	-9.22838	4.95548	-2.93204	-0.433184	radar	4.52784	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4452	-9.34249	5.00626	-2.92913	-0.403835	lidar	5.34068	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6877	-9.37233	4.95016	-2.96327	-0.426308	radar	2.08435	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9456	-9.45609	4.9798	-2.96809	-0.406758	lidar	2.13473	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.1965	-9.46603	4.95389	-3.00595	-0.430934	radar	2.30138	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4481	-9.46028	4.95541	-3.04432	-0.450285	lidar	0.526964	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6657	-9.46065	4.89145	-3.07572	-0.465105	radar	5.16584	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9494	-9.44578	4.94275	-3.11577	-0.48349	lidar	1.51235	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.2019	-9.50418	4.97701	-3.11203	-0.446316	radar	7.85354	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4625	-9.52188	4.99413	-3.12963	-0.440661	lidar	0.50162	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7199	-9.51149	4.98531	3.12263	-0.455031	radar	1.69648	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9748	-9.47916	4.9947	3.08863	-0.467683	lidar	0.201377	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2183	-9.44219	4.96591	3.05174	-0.489025	radar	0.717158	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4202	-9.48705	4.89551	3.06025	-0.452786	lidar	2.26288	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6566	-9.47421	4.90371	3.04628	-0.438074	radar	1.70043	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.9053	-9.46511	4.90788	3.03161	-0.429813	lidar	0.269681	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1355	-9.42712	4.90578	3.00991	-0.426359	radar	3.95136	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3815	-9.30823	4.93039	2.952	-0.467397	lidar	3.02885	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6145	-9.23325	4.90397	2.91183	-0.493687	radar	1.14963	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8669	-9.11005	4.94453	2.85943	-0.524246	lidar	1.36868	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1044	-9.00896	4.95875	2.82128	-0.536742	radar	4.97094	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.277	-9.13587	4.78922	2.88088	-0.443395	lidar	14.6163	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.5159	-9.09371	4.80175	2.87126	-0.42572	radar	1.56217	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7374	-8.99778	4.80307	2.83722	-0.43991	lidar	0.710018	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9795	-8.917	4.81858	2.81136	-0.446436	radar	2.45607	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1755	-8.84874	4.77092	2.79248	-0.443244	lidar	1.29483	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.4086	-8.76127	4.77615	2.76638	-0.451592	radar	1.92165	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.601	-8.73591	4.70163	2.76858	-0.425069	lidar	1.76564	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.7919	-8.59541	4.65259	2.70931	-0.485527	radar	6.58566	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.9952	-8.51853	4.62983	2.69402	-0.47587	lidar	0.191482	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.2046	-8.41125	4.65058	2.67396	-0.46463	radar	1.9661	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4362	-8.31229	4.67786	2.65688	-0.457541	lidar	1.22447	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6271	-8.19686	4.65156	2.62651	-0.471315	radar	0.922736	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8658	-7.9559	4.79101	2.55806	-0.518475	lidar	5.98067	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
