8.46292	0.243462	-3.03909	-0.087429	8.46292	0.243462	8.6	0.25	-3.00029	0
28.3773	2.50951	283.635	32.3485	8.44818	0.251553	8.45	0.25	-3.00027	0
8.81276	-2.08672	2.20555	-19.4341	8.56759	0.241943	8.45	0.25	0	0
-69.4718	591.419	-1139.65	11727.4	8.45582	0.253997	8.45	0.25	0	0
-37534.5	-3367.83	-3386.61	3036.68	8.42544	0.254042	8.35	0.25	-1.81979	0
5.53571e+06	469730	497495	-445598	8.23962	0.24916	8.25	0.25	-1.81978	0
-18.9735	178.362	-2.41643	163.768	7.93286	0.188391	8.05	0.2	-3.99976	-0.99994
4552.1	-35159.1	57.0423	-30656.3	7.84073	0.159858	7.85	0.15	-3.99972	-0.99993
1909.02	215.509	181.474	-160.462	7.61269	0.155818	7.7	0.15	-2.99982	0
-284982	-30571.8	-26585.4	24543.8	7.54016	0.159641	7.55	0.15	-2.99982	0
-200.425	1768.12	137.079	320.27	7.50815	0.0953827	7.45	0.100001	-1.8165	-0.908239
36860.6	-339030	-25373	-59008	7.3426	0.0345312	7.35	0.0500011	-1.81648	-0.90823
3936.09	389.832	447.704	-312.911	7.20598	0.00492725	7.2	9.49949e-07	-2.72851	-0.909507
-584203	-54432.8	-63361.3	47287.3	7.05406	-0.0533413	7.05	-0.0499992	-2.72849	-0.909499
-296.946	2981.46	240.728	360.626	6.74585	-0.143185	6.95	-0.15	-1.81898	-1.81898
53046.5	-565113	-44277	-65076	6.84972	-0.258748	6.85	-0.25	-1.81896	-1.81897
5847.15	499.328	660.553	-453.787	6.66966	-0.346668	6.75	-0.349999	-2.00076	-2.00075
-864347	-69366.2	-93467	67882	6.64329	-0.462604	6.65	-0.449999	-2.00076	-2.00075
-343.69	3908.64	313.194	377.874	6.60862	-0.557035	6.6	-0.549999	-0.998836	-1.99769
60530.7	-735876	-57517.7	-67896.8	6.56029	-0.650892	6.55	-0.65	-0.99884	-1.99769
7693.4	568.056	729.879	-595.219	6.40696	-0.842921	6.5	-0.85	-0.908747	-3.63498
-1.13382e+06	-77681.5	-102078	88471.4	6.45805	-1.05268	6.45	-1.05	-0.908739	-3.63494
-360.715	4714.14	365.428	524.992	6.38626	-1.15695	6.35	-1.15	-1.81897	-1.81898
62077.1	-884536	-66433	-94099	6.25499	-1.25007	6.25	-1.25	-1.81896	-1.81896
9471.46	588.964	1035.52	-705.677	6.43125	-1.48148	6.3	-1.45	0.909739	-3.63894
-1.39405e+06	-79624.4	-144840	104353	6.36328	-1.65656	6.35	-1.65	0.909727	-3.63891
-359.278	5419.52	407.85	598.723	6.3228	-1.81431	6.3	-1.8	-0.999494	-2.9985
61051.9	-1.01237e+06	-73981.3	-107684	6.24641	-1.95075	6.25	-1.95	-0.999489	-2.99847
11226.2	595.718	1033.52	-825.449	6.31851	-2.10969	6.3	-2.1	0.999984	-2.99994
-1.64749e+06	-80077.6	-144647	121569	6.34644	-2.23829	6.35	-2.25	0.999979	-2.99994
-350.436	6014.48	445.998	557.569	6.32593	-2.40018	6.35	-2.4	0	-2.72613
57994.9	-1.1192e+06	-80484.5	-99156.7	6.34927	-2.55175	6.35	-2.55	0	-2.72611
13069.6	582.101	1409.25	-924.018	6.43125	-2.71878	6.4	-2.7	0.909499	-2.72851
-1.91791e+06	-76568.8	-196707	136038	6.43257	-2.84245	6.45	-2.85	0.909503	-2.72851
-333.015	6542.26	466.972	704.954	6.46536	-3.00452	6.45	-3	0	-2.99754
54379.8	-1.21419e+06	-84013.1	-125875	6.44119	-3.14955	6.45	-3.15	0	-2.99754
14900.5	563.734	1349.29	-1033.69	6.52249	-3.32007	6.5	-3.3	0.910402	-2.7312
-2.18233e+06	-72942.5	-187280	151879	6.5453	-3.45745	6.55	-3.45	0.910402	-2.7312
-315.014	6987.33	485.394	757.349	6.6358	-3.59197	6.65	-3.6	1.81722	-2.72583
49871.4	-1.29376e+06	-86758.1	-134304	6.76011	-3.75457	6.75	-3.75	1.81721	-2.72581
16873.8	538.49	1793.05	-1124.43	6.83625	-3.92723	6.8	-3.9	0.907988	-2.72396
-2.47151e+06	-68469.1	-249747	165076	6.85997	-4.05805	6.85	-4.05	0.907976	-2.72393
-299.107	7370.91	496.105	797.558	6.86943	-4.18507	6.9	-4.2	0.909334	-2.72801
46264.9	-1.36156e+06	-87985.7	-141012	6.94332	-4.34473	6.95	-4.35	0.90933	-2.72799
18912.6	523.507	2020.77	-1213.8	7.05156	-4.49706	7	-4.45	0.910054	-1.8201
-2.76864e+06	-65562.7	-281272	178119	7.04099	-4.55018	7.05	-4.55	0.910054	-1.8201
